java_file,rust_file,target_crate,rust_type,capability,status,test_evidence,source_commit
sa-token-core/src/main/java/cn/dev33/satoken/SaManager.java,crates/sa-token-core/src/sa_manager.rs,sa-token-core,SaManager,core,complete,crates/sa-token-core/tests/manager_listener_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/annotation/SaCheckDisable.java,crates/sa-token-core/src/annotation/sa_check_disable.rs,sa-token-core,SaCheckDisable,core,complete,crates/sa-token-core/tests/annotation_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/annotation/SaCheckHttpBasic.java,crates/sa-token-core/src/annotation/sa_check_http_basic.rs,sa-token-core,SaCheckHttpBasic,core,complete,crates/sa-token-core/tests/annotation_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/annotation/SaCheckHttpDigest.java,crates/sa-token-core/src/annotation/sa_check_http_digest.rs,sa-token-core,SaCheckHttpDigest,core,complete,crates/sa-token-core/tests/annotation_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/annotation/SaCheckLogin.java,crates/sa-token-core/src/annotation/sa_check_login.rs,sa-token-core,SaCheckLogin,core,complete,crates/sa-token-core/tests/annotation_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/annotation/SaCheckOr.java,crates/sa-token-core/src/annotation/sa_check_or.rs,sa-token-core,SaCheckOr,core,complete,crates/sa-token-core/tests/annotation_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/annotation/SaCheckPermission.java,crates/sa-token-core/src/annotation/sa_check_permission.rs,sa-token-core,SaCheckPermission,core,complete,crates/sa-token-core/tests/annotation_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/annotation/SaCheckRole.java,crates/sa-token-core/src/annotation/sa_check_role.rs,sa-token-core,SaCheckRole,core,complete,crates/sa-token-core/tests/annotation_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/annotation/SaCheckSafe.java,crates/sa-token-core/src/annotation/sa_check_safe.rs,sa-token-core,SaCheckSafe,core,complete,crates/sa-token-core/tests/annotation_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/annotation/SaIgnore.java,crates/sa-token-core/src/annotation/sa_ignore.rs,sa-token-core,SaIgnore,core,complete,crates/sa-token-core/tests/annotation_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/annotation/SaMode.java,crates/sa-token-core/src/annotation/sa_mode.rs,sa-token-core,SaMode,core,complete,crates/sa-token-core/tests/annotation_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/annotation/handler/SaAnnotationHandlerInterface.java,crates/sa-token-core/src/annotation/handler/sa_annotation_handler_interface.rs,sa-token-core,SaAnnotationHandlerInterface,core,complete,crates/sa-token-core/tests/annotation_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/annotation/handler/SaCheckDisableHandler.java,crates/sa-token-core/src/annotation/handler/sa_check_disable_handler.rs,sa-token-core,SaCheckDisableHandler,core,complete,crates/sa-token-core/tests/annotation_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/annotation/handler/SaCheckHttpBasicHandler.java,crates/sa-token-core/src/annotation/handler/sa_check_http_basic_handler.rs,sa-token-core,SaCheckHttpBasicHandler,core,complete,crates/sa-token-core/tests/annotation_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/annotation/handler/SaCheckHttpDigestHandler.java,crates/sa-token-core/src/annotation/handler/sa_check_http_digest_handler.rs,sa-token-core,SaCheckHttpDigestHandler,core,complete,crates/sa-token-core/tests/annotation_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/annotation/handler/SaCheckLoginHandler.java,crates/sa-token-core/src/annotation/handler/sa_check_login_handler.rs,sa-token-core,SaCheckLoginHandler,core,complete,crates/sa-token-core/tests/annotation_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/annotation/handler/SaCheckOrHandler.java,crates/sa-token-core/src/annotation/handler/sa_check_or_handler.rs,sa-token-core,SaCheckOrHandler,core,complete,crates/sa-token-core/tests/annotation_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/annotation/handler/SaCheckPermissionHandler.java,crates/sa-token-core/src/annotation/handler/sa_check_permission_handler.rs,sa-token-core,SaCheckPermissionHandler,core,complete,crates/sa-token-core/tests/annotation_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/annotation/handler/SaCheckRoleHandler.java,crates/sa-token-core/src/annotation/handler/sa_check_role_handler.rs,sa-token-core,SaCheckRoleHandler,core,complete,crates/sa-token-core/tests/annotation_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/annotation/handler/SaCheckSafeHandler.java,crates/sa-token-core/src/annotation/handler/sa_check_safe_handler.rs,sa-token-core,SaCheckSafeHandler,core,complete,crates/sa-token-core/tests/annotation_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/annotation/handler/SaIgnoreHandler.java,crates/sa-token-core/src/annotation/handler/sa_ignore_handler.rs,sa-token-core,SaIgnoreHandler,core,complete,crates/sa-token-core/tests/annotation_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/application/ApplicationInfo.java,crates/sa-token-core/src/application/application_info.rs,sa-token-core,ApplicationInfo,core,complete,cargo test -p sa-token-core --lib application,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/application/SaApplication.java,crates/sa-token-core/src/application/sa_application.rs,sa-token-core,SaApplication,core,complete,cargo test -p sa-token-core --lib application,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/application/SaGetValueInterface.java,crates/sa-token-core/src/application/sa_get_value_interface.rs,sa-token-core,SaGetValueInterface,core,complete,cargo test -p sa-token-core --lib application,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/application/SaSetValueInterface.java,crates/sa-token-core/src/application/sa_set_value_interface.rs,sa-token-core,SaSetValueInterface,core,complete,cargo test -p sa-token-core --lib application,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/config/SaCookieConfig.java,crates/sa-token-core/src/config/sa_cookie_config.rs,sa-token-core,SaCookieConfig,core,complete,cargo test -p sa-token-core config,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/config/SaTokenConfig.java,crates/sa-token-core/src/config/sa_token_config.rs,sa-token-core,SaTokenConfig,core,complete,cargo test -p sa-token-core config,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/config/SaTokenConfigFactory.java,crates/sa-token-core/src/config/sa_token_config_factory.rs,sa-token-core,SaTokenConfigFactory,core,complete,cargo test -p sa-token-core config,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/context/SaHolder.java,crates/sa-token-core/src/context/sa_holder.rs,sa-token-core,SaHolder,core,complete,crates/sa-token-core/tests/manager_listener_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/context/SaTokenContext.java,crates/sa-token-core/src/context/sa_token_context.rs,sa-token-core,SaTokenContext,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/context/SaTokenContextDefaultImpl.java,crates/sa-token-core/src/context/sa_token_context_default_impl.rs,sa-token-core,SaTokenContextDefaultImpl,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/context/SaTokenContextForReadOnly.java,crates/sa-token-core/src/context/sa_token_context_for_read_only.rs,sa-token-core,SaTokenContextForReadOnly,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/context/SaTokenContextForThreadLocal.java,crates/sa-token-core/src/context/sa_token_context_for_thread_local.rs,sa-token-core,SaTokenContextForThreadLocal,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/context/SaTokenContextForThreadLocalStaff.java,crates/sa-token-core/src/context/sa_token_context_for_thread_local_staff.rs,sa-token-core,SaTokenContextForThreadLocalStaff,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/context/mock/SaRequestForMock.java,crates/sa-token-core/src/context/mock/sa_request_for_mock.rs,sa-token-core,SaRequestForMock,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/context/mock/SaResponseForMock.java,crates/sa-token-core/src/context/mock/sa_response_for_mock.rs,sa-token-core,SaResponseForMock,core,complete,crates/sa-token-core/src/context/mock/sa_response_for_mock.rs::tests,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/context/mock/SaStorageForMock.java,crates/sa-token-core/src/context/mock/sa_storage_for_mock.rs,sa-token-core,SaStorageForMock,core,complete,crates/sa-token-core/src/context/mock/sa_storage_for_mock.rs::tests,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/context/mock/SaTokenContextMockUtil.java,crates/sa-token-core/src/context/mock/sa_token_context_mock_util.rs,sa-token-core,SaTokenContextMockUtil,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/context/model/SaCookie.java,crates/sa-token-core/src/context/model/sa_cookie.rs,sa-token-core,SaCookie,core,complete,crates/sa-token-core/src/context/model/sa_cookie.rs::tests,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/context/model/SaRequest.java,crates/sa-token-core/src/context/model/sa_request.rs,sa-token-core,SaRequest,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/context/model/SaResponse.java,crates/sa-token-core/src/context/model/sa_response.rs,sa-token-core,SaResponse,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/context/model/SaStorage.java,crates/sa-token-core/src/context/model/sa_storage.rs,sa-token-core,SaStorage,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/context/model/SaTokenContextModelBox.java,crates/sa-token-core/src/context/model/sa_token_context_model_box.rs,sa-token-core,SaTokenContextModelBox,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/context/model/package-info.java,,,,package_metadata,excluded,,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/dao/SaTokenDao.java,crates/sa-token-core/src/dao/sa_token_dao.rs,sa-token-core,SaTokenDao,core,complete,crates/sa-token-test/sa-token-easy-test/tests/async_runtime_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/dao/SaTokenDaoDefaultImpl.java,crates/sa-token-core/src/dao/sa_token_dao_default_impl.rs,sa-token-core,SaTokenDaoDefaultImpl,core,complete,crates/sa-token-core/src/dao/sa_token_dao_default_impl.rs::tests,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/dao/auto/SaTokenDaoByObjectFollowString.java,crates/sa-token-core/src/dao/auto/sa_token_dao_by_object_follow_string.rs,sa-token-core,SaTokenDaoByObjectFollowString,core,complete,crates/sa-token-core/tests/wave4_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/dao/auto/SaTokenDaoBySessionFollowObject.java,crates/sa-token-core/src/dao/auto/sa_token_dao_by_session_follow_object.rs,sa-token-core,SaTokenDaoBySessionFollowObject,core,complete,crates/sa-token-core/tests/wave4_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/dao/auto/SaTokenDaoByStringFollowObject.java,crates/sa-token-core/src/dao/auto/sa_token_dao_by_string_follow_object.rs,sa-token-core,SaTokenDaoByStringFollowObject,core,complete,crates/sa-token-core/tests/wave4_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/dao/timedcache/SaMapPackage.java,crates/sa-token-core/src/dao/timed_cache/sa_map_package.rs,sa-token-core,SaMapPackage,core,complete,crates/sa-token-core/tests/wave4_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/dao/timedcache/SaMapPackageForConcurrentHashMap.java,crates/sa-token-core/src/dao/timed_cache/sa_map_package_for_concurrent_hash_map.rs,sa-token-core,SaMapPackageForConcurrentHashMap,core,complete,crates/sa-token-core/tests/wave4_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/dao/timedcache/SaTimedCache.java,crates/sa-token-core/src/dao/timed_cache/sa_timed_cache.rs,sa-token-core,SaTimedCache,core,complete,crates/sa-token-core/tests/wave4_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/error/SaErrorCode.java,crates/sa-token-core/src/error/sa_error_code.rs,sa-token-core,SaErrorCode,core,complete,crates/sa-token-core/src/error/sa_error_code.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/exception/ApiDisabledException.java,crates/sa-token-core/src/exception/api_disabled_exception.rs,sa-token-core,ApiDisabledException,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/exception/BackResultException.java,crates/sa-token-core/src/exception/back_result_exception.rs,sa-token-core,BackResultException,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/exception/DisableServiceException.java,crates/sa-token-core/src/exception/disable_service_exception.rs,sa-token-core,DisableServiceException,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/exception/FirewallCheckException.java,crates/sa-token-core/src/exception/firewall_check_exception.rs,sa-token-core,FirewallCheckException,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/exception/InvalidContextException.java,crates/sa-token-core/src/exception/invalid_context_exception.rs,sa-token-core,InvalidContextException,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/exception/NotHttpBasicAuthException.java,crates/sa-token-core/src/exception/not_http_basic_auth_exception.rs,sa-token-core,NotHttpBasicAuthException,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/exception/NotHttpDigestAuthException.java,crates/sa-token-core/src/exception/not_http_digest_auth_exception.rs,sa-token-core,NotHttpDigestAuthException,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/exception/NotImplException.java,crates/sa-token-core/src/exception/not_impl_exception.rs,sa-token-core,NotImplException,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/exception/NotLoginException.java,crates/sa-token-core/src/exception/not_login_exception.rs,sa-token-core,NotLoginException,core,complete,crates/sa-token-core/src/exception/not_login_exception.rs::tests,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/exception/NotPermissionException.java,crates/sa-token-core/src/exception/not_permission_exception.rs,sa-token-core,NotPermissionException,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/exception/NotRoleException.java,crates/sa-token-core/src/exception/not_role_exception.rs,sa-token-core,NotRoleException,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/exception/NotSafeException.java,crates/sa-token-core/src/exception/not_safe_exception.rs,sa-token-core,NotSafeException,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/exception/NotWebContextException.java,crates/sa-token-core/src/exception/not_web_context_exception.rs,sa-token-core,NotWebContextException,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/exception/RequestPathInvalidException.java,crates/sa-token-core/src/exception/request_path_invalid_exception.rs,sa-token-core,RequestPathInvalidException,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/exception/SaJsonConvertException.java,crates/sa-token-core/src/exception/sa_json_convert_exception.rs,sa-token-core,SaJsonConvertException,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/exception/SaTokenContextException.java,crates/sa-token-core/src/exception/sa_token_context_exception.rs,sa-token-core,SaTokenContextException,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/exception/SaTokenException.java,crates/sa-token-core/src/exception/sa_token_exception.rs,sa-token-core,SaTokenException,core,complete,crates/sa-token-core/src/exception/sa_token_exception.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/exception/SaTokenPluginException.java,crates/sa-token-core/src/exception/sa_token_plugin_exception.rs,sa-token-core,SaTokenPluginException,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/exception/SameTokenInvalidException.java,crates/sa-token-core/src/exception/same_token_invalid_exception.rs,sa-token-core,SameTokenInvalidException,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/exception/StopMatchException.java,crates/sa-token-core/src/exception/stop_match_exception.rs,sa-token-core,StopMatchException,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/exception/TotpAuthException.java,crates/sa-token-core/src/exception/totp_auth_exception.rs,sa-token-core,TotpAuthException,core,complete,crates/sa-token-core/tests/context_exception_contract_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilter.java,crates/sa-token-core/src/filter/sa_filter.rs,sa-token-core,SaFilter,core,complete,crates/sa-token-core/tests/wave3_strategy_filter_http_auth_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilterAuthStrategy.java,crates/sa-token-core/src/filter/sa_filter_auth_strategy.rs,sa-token-core,SaFilterAuthStrategy,core,complete,crates/sa-token-core/tests/wave3_strategy_filter_http_auth_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilterErrorStrategy.java,crates/sa-token-core/src/filter/sa_filter_error_strategy.rs,sa-token-core,SaFilterErrorStrategy,core,complete,crates/sa-token-core/tests/wave3_strategy_filter_http_auth_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/fun/IsRunFunction.java,crates/sa-token-core/src/fun/is_run_function.rs,sa-token-core,IsRunFunction,core,complete,cargo test -p sa-token-core fun,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/fun/SaFunction.java,crates/sa-token-core/src/fun/sa_function.rs,sa-token-core,SaFunction,core,complete,cargo test -p sa-token-core fun,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/fun/SaParamFunction.java,crates/sa-token-core/src/fun/sa_param_function.rs,sa-token-core,SaParamFunction,core,complete,cargo test -p sa-token-core fun,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/fun/SaParamRetFunction.java,crates/sa-token-core/src/fun/sa_param_ret_function.rs,sa-token-core,SaParamRetFunction,core,complete,cargo test -p sa-token-core fun,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/fun/SaRetFunction.java,crates/sa-token-core/src/fun/sa_ret_function.rs,sa-token-core,SaRetFunction,core,complete,cargo test -p sa-token-core fun,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/fun/SaRetGenericFunction.java,crates/sa-token-core/src/fun/sa_ret_generic_function.rs,sa-token-core,SaRetGenericFunction,core,complete,cargo test -p sa-token-core fun,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/fun/SaRouteFunction.java,crates/sa-token-core/src/fun/sa_route_function.rs,sa-token-core,SaRouteFunction,core,complete,cargo test -p sa-token-core fun,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/fun/SaTwoParamFunction.java,crates/sa-token-core/src/fun/sa_two_param_function.rs,sa-token-core,SaTwoParamFunction,core,complete,cargo test -p sa-token-core fun,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/fun/hooks/SaTokenPluginHookFunction.java,crates/sa-token-core/src/fun/hooks/sa_token_plugin_hook_function.rs,sa-token-core,SaTokenPluginHookFunction,core,complete,cargo test -p sa-token-core plugin,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/fun/strategy/SaAutoRenewFunction.java,crates/sa-token-core/src/fun/strategy/sa_auto_renew_function.rs,sa-token-core,SaAutoRenewFunction,core,complete,crates/sa-token-core/tests/wave3_strategy_filter_http_auth_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/fun/strategy/SaCheckELRootMapExtendFunction.java,crates/sa-token-core/src/fun/strategy/sa_check_el_root_map_extend_function.rs,sa-token-core,SaCheckELRootMapExtendFunction,core,complete,crates/sa-token-core/tests/wave3_strategy_filter_http_auth_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/fun/strategy/SaCheckElementAnnotationFunction.java,crates/sa-token-core/src/fun/strategy/sa_check_element_annotation_function.rs,sa-token-core,SaCheckElementAnnotationFunction,core,complete,crates/sa-token-core/tests/wave3_strategy_filter_http_auth_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/fun/strategy/SaCheckMethodAnnotationFunction.java,crates/sa-token-core/src/fun/strategy/sa_check_method_annotation_function.rs,sa-token-core,SaCheckMethodAnnotationFunction,core,complete,crates/sa-token-core/tests/wave3_strategy_filter_http_auth_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/fun/strategy/SaCheckOrAnnotationFunction.java,crates/sa-token-core/src/fun/strategy/sa_check_or_annotation_function.rs,sa-token-core,SaCheckOrAnnotationFunction,core,complete,crates/sa-token-core/tests/wave3_strategy_filter_http_auth_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/fun/strategy/SaCorsHandleFunction.java,crates/sa-token-core/src/fun/strategy/sa_cors_handle_function.rs,sa-token-core,SaCorsHandleFunction,core,complete,crates/sa-token-core/tests/wave3_strategy_filter_http_auth_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/fun/strategy/SaCreateSessionFunction.java,crates/sa-token-core/src/fun/strategy/sa_create_session_function.rs,sa-token-core,SaCreateSessionFunction,core,complete,crates/sa-token-core/tests/wave3_strategy_filter_http_auth_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/fun/strategy/SaCreateStpLogicFunction.java,crates/sa-token-core/src/fun/strategy/sa_create_stp_logic_function.rs,sa-token-core,SaCreateStpLogicFunction,core,complete,crates/sa-token-core/tests/wave3_strategy_filter_http_auth_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/fun/strategy/SaCreateTokenFunction.java,crates/sa-token-core/src/fun/strategy/sa_create_token_function.rs,sa-token-core,SaCreateTokenFunction,core,complete,crates/sa-token-core/tests/wave3_strategy_filter_http_auth_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/fun/strategy/SaFirewallCheckFailHandleFunction.java,crates/sa-token-core/src/fun/strategy/sa_firewall_check_fail_handle_function.rs,sa-token-core,SaFirewallCheckFailHandleFunction,core,complete,crates/sa-token-core/tests/wave3_strategy_filter_http_auth_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/fun/strategy/SaFirewallCheckFunction.java,crates/sa-token-core/src/fun/strategy/sa_firewall_check_function.rs,sa-token-core,SaFirewallCheckFunction,core,complete,crates/sa-token-core/tests/wave3_strategy_filter_http_auth_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
sa-token-core/src/main/java/cn/dev33/satoken/fun/strategy/SaGenerateUniqueTokenFunction.java,crates/sa-token-core/src/fun/strategy/sa_generate_unique_token_function.rs,sa-token-core,SaGenerateUniqueTokenFunction,core,complete,crates/sa-token-core/tests/wave3_strategy_filter_http_auth_test.rs,902886c2149261ccb53a9c982068b7ccd0990237
